天干1,天干2,天干3,天干4,地支1,地支2,地支3,地支4,性别,合并,得分,评语
6,4,8,8,3,3,2,8,1,乾己卯辛未丙寅乙未,7,学历有用印，有用食伤看。命局是八个字的组合，根据八字的组合，结合大运断学历，我个人认为是正道。乾造：己卯?辛未?丙寅?乙未（空戌亥）胎元：壬戌??命宫：乙卯大运：庚午2 ?己巳?戊辰?丁卯丙寅日元生辛未月，伤官当令月上透财，未从月上伏吟到时，年上透己，伤官泄身太过。伤官生财，月上透辛财，财来坏印。好在丙辛合自己合财，座印时上透印，克年上伤官己土。问学历？答：研究生，反馈是。伤官配印，忌财重。一路南方运，克财。地支印全见根，聪慧学习好，所以断研究生。子平术学习需要找到志同道合的易友，一起实战研究。大龙研究三十余载，欢迎交流学习。
1,9,3,1,8,6,10,6,1,乾甲申丙子辛巳癸巳,7,这是在玄明易馆发的盘，此人水平不高，自己建个小群，不知天高地厚，断错了硬扯自己对。一个财坏印很明显的盘，断公职，水平太次。要挑战我，我同意后，将我踢了，真一个F物。乾造：甲申?丙子?辛巳?癸巳（空申酉）胎元：丁卯??命宫：乙亥大运：丁丑4?戊寅?己卯?庚辰辛巳日元生丙子月，食神当令月上透官，虽食泄身，好在年上申金见根。天干丙辛合官，时上癸巳合，地支巳申合，意在官。问职业？答：吃皇粮。反馈公务员。问职业，先看学历，丁丑运，丑是比劫库，又是印，辛见根，学业肯定好。戊寅运考大学，戊在寅长生，巳中见禄，天干财生官，官生印，印生身，顺生到身，重本。有学历，可以考公。流年乙巳，刚好毕业，问工作，巳申合，合官，大运戊在巳见禄化官生身，可以考公，断吃皇粮。子平术学习需要找到志同道合的易友，一起实战研究。大龙研究三十余载，欢迎交流学习。
7,9,2,10,5,9,3,5,1,乾庚申乙酉戊申丙辰,7,见多了书房派，算命讲出一大堆道理，真正算命时，什么断不出。这些人特别在反馈后，非常厉害，讲一堆理论。此命满盘食伤，无官星，为伤官伤尽。时柱丙坐辰，为忌神有制。按命书上说的，伤官伤尽反成官。食伤为用，以技艺求财。也有商人，当官的。理论这样讲也对，那样讲不错，真正算命在命局本身的制化，只有在命局本身下功夫，才能如大龙盲派，所断如所见。乾造：庚申?乙酉?戊申?丙辰（空寅卯）胎元：丙子??命宫：庚辰大运：丙戌2?丁亥?戊子?己丑?庚寅?辛卯戊申日元生乙酉月，伤官当令月上透官，年上庚申食神天地一气，坐下申金食神，食旺太旺，泄身太过。食伤重可以考虑顺着食伤走，还要看其它配置。时上丙辰，印来生身，月上官星乙木，被庚金合制，丙克庚，官没坏尽来生印，总体来分析，还是官印相生。问22年如何？断：升职。官印相生出贵，看下读书时行丁亥运丁虚透，亥中藏甲，湿木虽不生火，但命中有丙，印有生机，有学历。工作时行戊子运，比劫克财有贵气。庚寅运壬寅年，寅申冲，大运流年双冲申，能冲去申金，以吉论，冲不了论凶。庚寅运丙火长生，庚在寅上虚透，被丙火正克。壬寅年寅木到壬财生官，冲尽申金，必然利财官。子平术学习需要找到志同道合的易友，一起实战研究。大龙研究三十余载，欢迎交流学习。
8,4,7,3,2,8,8,6,1,乾辛卯庚寅乙未辛巳,7,断出肺癌十死无生，反馈是肺癌医生通知回家，儿女已经回来。我能断对是长期实战总结，整理笔记二十万字左右，几万案例，分析错卦例，找出原因，这是几十年时间的沉淀。见我断对，虽无过节，但是几个小人泼脏水，说这个八字早出过，我知道答案。社会如此，小小群里如此，自己不努力断不对，不在自己身上找原因，就泼脏水打击断对者，虽自身没有提高，但可以安慰自己。他们不知道的是，李群主介绍他弟弟来找我测算。乾造：辛卯?庚寅?乙未?辛巳（空辰巳）胎元：辛巳??命宫：丁酉大运：己丑7 ?戊子?丁亥?丙戌?乙酉?甲申?癸未乙未日元生庚寅月，比劫当令月上透官，地支寅卯未，根强体旺。时上辛巳，伤官泄秀生未财，伤官合辛杀，取用有两种方式，看命局是怎样走向。年上辛卯，卯未半合制财，财被克坏，而伤官生，财有气。天干三重官杀，支有财生，天干不透食伤，无法制尽官星。乙庚合官，还得用官。问丙午吉凶？断：肺癌有贵气，十死无生。反馈是肺癌，医生回绝，命主已经回家，子女已经回家。中年行西方运，官见根，虽无贵气，小有名气挣钱了。癸未大运丙午流年，印来生身泄官，未是座下的未，命中是坏的。印生身，身更旺，财坏尽，只剩官星可用。流年丙午，丙是巳透在天，寅中长生，伤官合杀制官，官被制尽。问吉凶，我直接断出事情，这是有很大把握。我常讲，骗得了别人骗不了自己。子平术学习需要找到志同道合的易友，一起实战研究。大龙研究三十余载，欢迎交流学习。
6,8,8,8,7,5,8,6,1,乾己未辛未庚辰辛巳,7,这是群里发的四选一，反馈过了一天后，出题时并无答案，真实案例。问层次？A?聋哑人，吃低保B?正科级干部C?开五金厂的亿万富翁D?初中语文老师答：B?反馈是B好的格局，容易出贵，可以参考下面案例：合官得官正处，五千万厅级伤官配印，几群无断对，到处讲假反馈文化馆科长官印相生，几群无断对乾造：己未?辛未?庚辰?辛巳（空申酉）胎元：壬戌??命宫：己巳大运：庚午2?己巳?戊辰?丁卯?丙寅庚辰日元生辛未月，印星当令月上透比劫，时上辛巳羊刃驾杀，辛伏吟到月，辛代表命主自己。年上己未印透生，未伏吟到月，是己土的根又是财库。辛合杀化印，未是财库在年月，代表命主能得到国家的财。自座辰湿土，虽在未月，辰可以去燥生庚，地润天和。羊刃驾杀，印重喜财官旺。初运南方火地，印重不忌官，必然有学历，读大学。虽无反馈学历，命中有学历，79年的大学生，出贵的可能性很大。中年行东方财运，丁卯丙寅运，财生官旺，当官的命，命局与大运不悖，官做得四平八稳。同样有人当官，配合不合，做官如履薄冰。子平术学习需要找到志同道合的易友，一起实战研究。大龙研究三十余载，欢迎交流学习。
8,6,1,7,10,12,2,4,2,坤辛巳甲午癸亥乙卯,7,感谢海老师带来的一手案例，反馈详细，01年的小孩，人生刚起步，主要看学历。命理中看学历，主要是印星，代表学习能力、记忆力与文凭，是判断学历的首要依据。也可看食伤星，代表聪明才智、创造力与考试发挥。食伤为喜用且旺，主聪慧好学；若为忌神或无制化，则可能贪玩、不守规矩影响学习。??之前有断学历的案例，大家可以参考：坤造：辛巳?甲午?癸亥?乙卯（空子丑）胎元：乙酉??命宫：丙申大运：乙未4 ?丙申?丁酉?戊戌?己亥癸亥日元生甲午月，财星当令月上透伤官，时上乙卯食伤生财，年月财星当权得生。癸亥自座比劫制财，印星透现制伤官生身，命局财稍旺体弱。问父母层次？学历？壬寅？答：小康，硕士，壬寅伤病。反馈：小康父母双公职学历211硕?22年考研失利但是幸运的被调剂本校??年上辛巳，印为母，巳为父。火旺喜金，行运一路往西方金地，家境必然发富，小康。至于父母公职，不可执一。这盘看父容易看，母就一辛虚透，母是公职，必然要参看母八字。学历看印，印虚透。伤官配印，好在天干不见财，印无损，大运一路扶印，断硕士。这盘食伤为忌受制，不影响学习。壬寅流年丙申运，天干比劫制财为喜，比劫生伤官，伤官冲印火忌，所以断凶。实际是考研没考上，调剂到本校。寅是有丙，伤官生财，估计有些运作。世间事没有绝对的公平，我们只能接受现实，不断提高自己，挣取在机会来临时，一飞冲天。子平术学习需要找到志同道合的易友，一起实战研究。大龙研究三十余载，欢迎交流学习。
2,2,2,10,4,6,7,11,1,乾乙丑乙酉丁巳庚戌,7,大龙盲派八字实战群，每天的擂题由群里易友轮流出，打擂当天晚上由出题老师直接反馈，答案只有出题老师自己知道。上榜的老师，剖析易理，分享经验。这题很多老师在层次学历上面答错，喜印比，一路身扶日元，没出富贵，反而是普通人，群里做了语音分析，与大家交流心得。此造是千川老师的朋友，感谢千川老师提供一手八字，下面是主要反馈：大龙盲派八字实战群，其它案例：乾造：乙丑?乙酉?丁巳?庚戌（空子丑）胎元：丙子?命宫：丙戌大运：甲申4?癸未?壬午?辛巳?庚辰?己卯?戊寅丁巳日元生乙酉月，财星当令月上透印，比劫见根，不见官透双印来生身，这样一看，的确有富贵之象。细看年上乙丑，丑酉半会生财，丑刑戌坏比劫库，地支食伤生财双巳酉丑会财，财当令而强。座下的巳火被合化，乙木透在酉丑，死绝之地自生难保，有生身之意无生身之力，乙庚合贪财坏印，格局平庸。早年行甲申，癸未运，泄身学历不高，答初中。中年虽行南方火地扶身，本应发富。但是，命局中印体在原局有损，虽运好，只能顺达而暴发之质。乙庚合用印合财，用头脑取财，答技术工。婚姻没答对。癸未运丁亥年，未中乙印见根要动婚，丙戌年比劫助身，可能是订婚，丁亥年结婚，合理。戊子年伤宫合杀怀孕之象，己丑生子。壬午运丁酉年，自己座在财禄上，答二胎发财。辛巳运己亥年亥冲巳，巳是日主的体，冲了应凶断破财，实际是离婚。大龙盲派八字实战群，玩的就是公平公正公开，易学圈子不大，相信很多易友听说过，期待能在易学道路相向前行。共同学习，不断提高命理水平。子平术学习需要找到志同道合的易友，一起实战研究。大龙研究三十余载，欢迎交流学习。
6,6,5,5,3,5,6,2,1,乾己巳戊辰丙辰己丑,7,"伤官伤尽最为奇,富贵荣华入朝堂，很多易友听讲这句话，但实际运用中，不一定准确。所以在运用中还要注意细节。伤官伤尽指伤官当令，天干伤官透出，其他干支没有一个官星，或地支藏正官但被制，称为伤尽。如有正官透干叫伤之不尽，八字混杂不清另当别论。今天看一看丁老师提供的案例，伤官伤尽，无官星明透，不多见。正科羊刃驾杀市委书记省高院院长，食神制杀39岁壬寅升正厅，四年后命主父亲反馈合官得官正处，五千万厅级伤官配印，几群无断对，到处讲假反馈文化馆科长官印相生，几群无断对乾造：己巳?戊辰?丙辰?己丑（空子丑）胎元：己未?命宫：丙子大运：丁卯8?丙寅?乙丑?甲子?癸亥?壬戌?辛酉?庚申丙辰日元生戊辰月，食神当令月上透食神，年时透伤官，地支火土相生，食伤当令得势。日空子丑，辰是官杀库，上面透戊，克尽官星。典型的伤官伤尽，不见财官，年上见禄，日元有气。问什么职业？答：老师。实际是公务员正科。初运丁卯丙寅，正是求学。年上禄元有根，行印运生禄，读大学没问题。89年如果没文化，吃皇粮基本不可能。食伤从禄中透，所以我断是考虑是事业编。食伤成势，用食伤代表用思想，用嘴吃饭，所以断老师。以反馈看，座辰土官杀库，更多体现的是制官杀库，当官。伤官伤尽最为奇，这个命盘，是制尽官星入朝堂。子平术学习需要找到志同道合的易友，一起实战研究。大龙研究三十余载，欢迎交流学习。"
4,6,7,11,4,8,10,4,2,坤丁巳庚戌丁未癸卯,7,这是出题老师熟悉的人一手盘，一个问题接一个问题，我发了主要的事情。这就是盲派的过三关，没有点实力，玩不转。比起古镇一嘴骗子用托小号，让人假反馈，大龙可以秒杀古镇一嘴骗子。命主主要信息：家境一般，大学毕业后先在县里电视台当编辑记者，后面是中层。大约在2021年分流到乡镇。2000年结婚，当年离婚，02年左右再婚到现在，一个男孩，去年或者今年大学毕业，现在的县级电视台发不下工资，然后县里出台个政策，让他们考试分流到乡镇，然后在那里按时发工资，乙巳年一直为晋职称烦恼，乡里不给她晋，同年左手食指被电锯或者利器截断，去洛阳正骨医院做手术两次未能接好。正科羊刃驾杀市委书记省高院院长，食神制杀39岁壬寅升正厅，四年后命主父亲反馈合官得官正处，五千万厅级伤官配印，几群无断对，到处讲假反馈文化馆科长官印相生，几群无断对坤造：丁巳?庚戌?丁未?癸卯（空寅卯）胎元：壬子?命宫：甲辰大运：辛亥8?壬子?癸丑?甲寅?乙卯?丙辰丁未日元生庚戌月，伤官当令月上透财，庚金座戌，秋金有气，伤官生财，财很旺年上丁巳比劫助身，座下未土食神，食伤泄身太过。时上癸卯，杀来生印，伤官配印，卯戌合制伤官地支不见财，不过日空寅卯，印禄空，层次不高。问职业？早年行北方运，官杀生印，考上大学没问题。70年生人，读大学会有分配，中年行印运，印无损，断公务员。问婚姻？断二婚。食伤当令克官，婚姻不好，月上庚戌，戌是比劫库，财当夫看，年上比劫克财，一婚是庚财立不住。时上癸卯杀来生印，印为喜，这一婚可以长久，癸杀是二夫。命中伤官配印，印不强，好在杀印相生，一路不悖，能吃皇粮。子平术学习需要找到志同道合的易友，一起实战研究。大龙研究三十余载，欢迎交流学习。
10,12,1,3,5,3,9,1,1,乾癸亥甲寅戊寅壬子,7,出生在23：00到1：00之间是不是在纠结，日柱要怎样定？今天通过案例说明，在未反馈前，我已经算出不同日柱的吉凶，供大家参考。命书中将晚上23：00后出生，归结于第二日，采用第二日的日柱。多数排盘软件，采用这种方式，以至于好多学习命理的易友，不知早晚子时，而盲派引入早晚子时的概念：晚子时晚上23：00到0：00出生，日柱用当天，如甲子日生，则是甲子日庚子时早子时0：00点到1：00点出生，日柱用第二天，如甲子日过0：00生，则用乙丑日庚子时。两种排法，在晚子时产生区别，早子时一样。子时为阴极阳生之刻，午夜零点被视为“阳气初生”的起点，象征新一天的开启。从命理角度看：子时为?阴极阳生?之刻，象征万物萌动、气运初启，盲派讲子时代表过去，现在，未来，确有“神仙难断”之说，因其处于过渡态，能量未定。若日柱判断错误，整个八字格局、用神选取、大运起法都可能偏移，直接影响吉凶推断。希望通过下面案例，各位易友能够正确理解早晚子时，反馈结果有，命盘在，大家可以复盘。之前发表的时辰相关案例，有兴趣的可以参考：?命主出身在23：36分，以早晚子时，有两个盘，日柱不一样? ??早子时：乾造：癸亥?甲寅?戊寅?壬子（申酉）胎元：乙巳命宫：乙卯大运：癸丑5?壬子?辛亥?庚戌?己酉?戊申戊寅日元生于甲寅月，七杀当令，月干透出甲木七杀，年上癸亥，时上壬子财星有根强，生月上的杀，杀星强旺。只能靠座下寅中丙印苟活，但是地支亥寅合，坏寅中丙，必然层次低下。晚子时：乾造：癸亥?甲寅?丁丑?壬子（申酉）胎元：乙巳命宫：乙卯大运：癸丑5?壬子?辛亥?庚戌?己酉?戊申丁丑日元生于甲寅月，印星当令，月干透出甲木正印，年上癸亥，时上壬子官杀混杂，好在一印化万恶，命不见财，格局不坏。地支寅亥合，子丑合，都是制官杀。官杀有制，有层次。问庚戌运戊戌年何事：当时发的是早子时戊寅日盘，前面北方财运，财越重体越弱，受不了这么重的财，婚不成，庚戌运制杀助身克财，必然有财之喜，动婚发财。如是晚子时丁丑日，前面行官运，必利事业。庚戌运，财星透伤官生财，财来坏印财生官，必然大凶。戊戌年伤官生财，财克印见生死或牢狱。反馈是牢狱，足浴城老板。各位易友可以根据反馈结果，再验证。在没有反馈前，能提前判断出两种结果，这需要深厚的命理学功底，不是一时半会儿可以达到。子平术学习需要找到志同道合的易友，一起实战研究。大龙研究三十余载，欢迎交流学习。
2,12,1,9,10,6,5,7,2,坤乙亥甲申癸巳戊午,7,这是之前二柱断命的后续，最近看到她发的八字，补全了四柱。当时靠两柱断出要嫁大很多的老公，老公千万，流产打胎。反馈嫁86年一男，千万家产，车模嫁人后退出行业，老公为娶她，送几套商铺共小几百万。往事不堪回首，车模依然有自己的倔强，用她的话讲：她不是一般人可以碰到。当时知道日柱癸巳，戊癸合之像，断老公大好多岁。戊癸合无情之合，?老少配象。戊土为阳土，象征年老、稳重甚至貌丑的男性；癸水为阴水，象征年轻、灵动或貌美的女性。两者相合为“老夫少妻”或“老妻少夫”，因年龄差距大与传统观点相悖，是“不般配”，故称无情。??戊的禄是巳，是癸水的财，癸要自合巳，所以双方带有利益的结合，因利而合，因利而分，可以同甘不可以共苦。之前有趣的女盘案例，有兴趣的可以参考：坤造：乙亥?甲申?癸巳?戊午（空午未）胎元：乙丑??命宫：己卯大运：乙酉4?丙戌?丁亥?戊子?己丑?庚寅癸巳日元生甲申月，印星当令月上透伤官，年月天干食伤混杂，戊癸合而食伤制官，这是矛盾的象。地支巳申合，用印合财，而亥冲巳，亥是体，代表竞争，劫取。乙在亥是死地，甲在申是绝地，食伤不能生财，用自己去合财官，这很明显了。车模，这职业好，大家都明白。读书行丙戌运，丙透戊到，财来坏印，必然无心学业，能读高中就到头。财到桃花早开，早出来挣钱，因为食伤不行，车模能成功吗？肯定不行，三流都难。时上戊午，官座财，老公有钱。夫宫是巳透戊自合，而年上亥冲巳，年上亥是巳的第一妻，不用反馈，此造是填房命，老公必是离异。丁亥运财到动婚，二柱时断壬寅，寅冲申印被冲结不了婚，癸卯年，食生巳火结婚，按理甲辰年生女。年亥是比劫是表姐朋友，亥上乙死，只能冲财，所以她的朋友无利益可以，有利益是劫财，都要分道扬镳。表姐小时候与她关系很好，一起玩，好的衣服可以一起穿，礼品是双份。后面遇到一个老板，两个人都喜欢钱，与表姐闹翻不再往来。戊子运婚姻会怎样？有兴趣的易友可以研究。表姐八字坤：癸酉　丙辰　己卯　戊辰有兴趣的易友自己研究，我断她表姐壬寅结婚，反馈壬寅有男友，估计明年结婚，表姐是风尘女。子平术学习需要找到志同道合的易友，一起实战研究。大龙研究三十余载，欢迎交流学习。
4,6,3,7,3,7,2,8,1,乾丁巳丙午丙午乙未,7,这是李群主提供的一手案例，命主是他朋友。老李人品没话说，除了桃花多，发的案例全是他自己身边人，介绍他亲弟找我预测，主要是他发的盘，我断对很多。一个人的命盘，能断准几代六亲？爷爷奶奶，外公外婆，叔叔姑姑，舅舅阿姨这些能断出？命主自身的重大吉凶都断不出，亲生父母那年去世都无法断出，那年结婚无法断出，谁能算出那些？全网我只见过古镇一嘴骗子，可以断出，因为古镇一嘴骗子开口不是父方死伤，就是母方死伤，都没有是命主活错，改时辰，还没蒙对，改日子。我还遇到极品，算你父母属相，爷爷奶奶属相，我说算不了，被踢了。之前比劫重的案例，有兴趣的可以参考：乾造：丁巳?丙午?丙午?乙未（空寅卯）胎元：丁酉?命宫：甲辰大运：乙巳5?甲辰?癸卯?壬寅?辛丑?庚子?己亥丙午日元生丙午月，比劫当令月上比劫，年上丁巳明六火，火炎土燥。时上乙未，双午合未，未从火象可以认为是七火，透印乙木，尽管命局偏枯，但是可以用水来克火？土来泄？肯定不能，只能顺其旺势，从其火炎，一旦相激，必然结束。命主江西人，初中，父母双全，约05年结婚生女，两个女儿。开农资店，卖农药化肥种子农用器具。积累财富百万左右，乙巳年发生两件事，一是兄弟去世，二是投资给一老板，老板成植物人，钱没了。目前负债，自己有帕金森病，目前五十没有。总体比劫一片不克父母，克自己与兄弟，过旺之处必有祸害，这是没有争议，多数应在父母身上，少数应在兄妹自己。早年行甲辰运，辰土泄旺气，断学历不高是初中。断05年结婚，癸卯运官透，子女星现，必然有婚恋之象，乙酉年财来坏印，当是结婚。问乙巳年何事？答：心脑血管，癌。实际是兄弟去世，破产负债。辛丑运，丑午穿，午是妻宫座下，自己必然出事。丙午伏吟，是兄弟是自己。所以兄弟亡，自己破产。心脑血管，帕金森病是其中一种情况，这是别人讲的，五行上我不好定。子平术学习需要找到志同道合的易友，一起实战研究。大 龙研究三十余载，欢迎交流学习。
8,6,9,5,8,12,10,6,1,乾辛巳壬辰辛亥癸巳,7,这是Watson老师提供的一手案例：命主父亲是公务员，出轨有私生女，说明命主有同父异母的妹妹。本科学历，现在国企航空，工作是飞行员，正常收入四五十万一年有，是普通打工人中高薪工作之一，飞行员对身体指标，视力，病史要求很高。伤官制官是八字命理中的一种特殊格局，官如虎，制住当官，制不住成鬼。核心是“伤官”克制“官星”。?伤官?代表才华、叛逆与创造力，?官星?代表权力、秩序与事业；两者相制形成动态平衡，往往象征个人通过独特才能挑战或改革权威，从而获取成就。此格局需在八字原局中显现，而非仅流年或大运中出现。正科羊刃驾杀市委书记省高院院长，食神制杀39岁壬寅升正厅，四年后命主父亲反馈合官得官正处，五千万厅级伤官配印，几群无断对，到处讲假反馈文化馆科长官印相生，几群无断对乾造：辛巳?壬辰?辛亥?癸巳（空寅卯）胎元：癸未?命宫：甲申大运：辛卯5?庚寅?己丑?戊子?丁亥?丙戌辛亥日元生壬辰月，印星当令月上透伤官，官印没有透，天干比劫生食伤，癸巳时食神克官。地支巳亥冲伤官制官，巳中丙受制，庚可以生食神，壬癸一左一右紧贴日主，整个命局表现出来是伤官制官。命不见明财，以伤官壬为父，土重行东方运，制土父是公务员。壬水与两个巳火发生关系，出轨有私生女。早年行东方运，食伤生财，秀气外发读本科没问题，一路往北方运制官，断国企。双巳冲亥，伤官有损，只能是国企。辛巳癸巳，辛生癸带象，双巳象机翼。子平术学习需要找到志同道合的易友，一起实战研究。大龙研究三十余载，欢迎交流学习。
4,2,10,2,3,3,3,9,1,乾丁丑癸丑丙寅丙申,7,伤官配印?是指:日主身弱而伤官旺强，配印星生助日主同时克制伤官。印星代表修养，克制，规则来驾驭伤官的才华与另类锋芒，实现?德才兼备，达到平衡。核心成格条件：1、???日主身弱?：日主身弱但不从，见比劫最好。2、伤官旺强?：伤官要当令强旺，月令或成局成势，代表才华与能量充沛。3、印星有根?：印星必须有根，见财财有制不能坏印。??为什么贵？???制化得宜?：伤官自己所生，又当令代表才华但易狂妄，印星代表规矩与品德，印克伤官即是用规矩引导才华，符合阴阳平衡之道。同时印星既能生助弱身，又能克制旺伤，解决了身弱与泄耗过重的双重矛盾，画龙点睛，命局清纯。?忌神转化?：伤官本为凶神，有印制约则转为有用，地利人和，小人退却。这是鱼儿老师认识的人，一手案例，感谢老师提供的好案例。提的问题，相似度太高，本身命理学高手，问题看了好像都对。正科羊刃驾杀市委书记省高院院长，食神制杀39岁壬寅升正厅，四年后命主父亲反馈合官得官正处，五千万厅级伤官配印，几群无断对，到处讲假反馈文化馆科长官印相生，几群无断对乾造：丁丑?癸丑?丙寅?丙申（空戌亥）胎元：甲辰??命宫：乙巳大运：壬子6?辛亥?庚戌?己酉?戊申丙寅日元生癸丑月，伤官当令月上透官，天干三个比劫，年上丁丑，比劫要制财库，时上丙申，比劫制财。地支年月丑土伤官泄身太过，喜印座下为印。时上申冲寅，好在有比劫制财，印虽有损不重，这是典型伤官配印格，并且见财。早年行北方运，官杀生印，印制伤官，必然高学历，硕士没问题。财在时柱晚婚，辛亥运财生杀旺，不可能有婚姻，庚戌运，戌刑丑比劫库刑财库，动婚。此造2023年何事？A.考编上岸B.创业成功C.结婚D.生孩子此造格局伤官配印吃皇粮，B不可能。大运庚戌，财重结婚要体旺，CD两项排除。癸卯年官印相生，卯戌合，印生比劫，制财官，考编。此造2025年何事？A.考编上岸B.创业成功C.结婚D.离婚乙巳年参考上面思路，结婚要体旺，所以印生禄，巳申合财结婚。这个伤官配印案例，可以好好研究，不过时上财终是问题，后面怕不能善终。子平术学习需要找到志同道合的易友，一起实战研究。大龙研究三十余载，欢迎交流学习。
1,3,6,6,1,11,10,10,2,坤甲寅己巳甲戌癸酉,7,《算命》是徐童执导的纪录电影，于2009年在北京独立电影论坛上映。记录盲师厉百程孤独半生，40多岁的时候碰到石珍珠——她因为残障，在老家倍受虐待，两人从此开始一起生活；他们住在北方某个城乡结合地带，厉百程以替人算命维生。来找他算命的主顾常常是妓女，其中之一是唐小雁，女主角之一，自己开按摩店，有几个女服务员。因被拘留，徐童导演在09年花七万将她捞出来，而同意露脸出演。唐小雁找盲师厉百程算命，影片有她的八字，厉师讲她孤单命，要改名。后面将原名唐彩凤改成唐小雁，从此命运齿轮转运，从开按摩店到制片人，最终逆袭成为获得“真实人物奖”的制片人，完成了从社会底层到文化工作者的蜕变。唐小雁出生于东北，因为家里穷，初一辍学赚钱。17岁被强暴，1997年结婚，2004年离婚.2009年3月24日被拘留十五天。《算命》拍完后，成了徐童导演的制片人，2023年1月与徐导演结婚。之前有趣的女盘案例，有兴趣的可以参考：坤造：甲寅?己巳?甲戌?癸酉（空申酉）胎元：庚申??命宫：丙寅大运：戊辰10?丁卯?丙寅 ?乙丑甲子甲戌日元生己巳月，食神当令月上透财，年上甲寅，寅巳穿生食神，命局太燥。时上癸酉官生印，本可解燥，但月上财来克印。地支寅巳穿，酉戌穿全是相害，人生波动曲折大，充满变数，受磨难。初运戊辰，戊癸合财坏印，财越重体越弱，这步运因家境困难，初一辍学，挣钱补贴家用，应该是89年，己巳财旺坏印。夫宫是戌财，大运辰戌冲动夫宫，17岁91年，未刑戌，官透被强暴。丁卯运，卯戌合，丁从戌中透，结婚生子。丁丑年伤官生财结婚，辛巳年食神见根，生子。丙寅运，见禄透食，离婚，遇到厉师。厉师见她见禄透食伤，必然制官杀，断她孤单命。实际04年离婚，一直到22年丑月才结婚，单身18年，时也命也。命中时上癸酉，官印相生，印贴身生她，自己开了按摩店当老板。年上甲寅比劫，寅巳穿帮她生食，为她打工。穿是种伤害，后面被店员举报，己丑年拘留。丙寅运，丙化年上比劫，流年己丑，食神生财，比劫不能克财，财坏印犯官非。己丑运财来合身，徐童导演一直追她，到流年体旺时结婚，22年丑月官宣。子平术学习需要找到志同道合的易友，一起实战研究。大龙研究三十余载，欢迎交流学习。
5,7,2,4,10,8,3,5,2,坤戊午乙卯癸未丙辰,7,人永远赚不到认知之外的财富。也永远避不开认知之外的灾祸。这是朋友圈看到的案例，很有感触，分享给各位易友。人生无常，明天来的是什么，不知道，且行且珍惜。很多人大吃大喝，不愿意对自己的未来，做规划而错失机缘。命主七零后生人大本高学历，先后在合资、外资企业任高管，年薪百万级，那时候十万左右就可以买县级城市一套房。后回国创业建厂，财富几千万级。口罩以后，进入庚戌大运，食伤制官格局打破，搞资本运作，败的一塌糊涂，四处欠帐，现在官司缠身。如果少许知些命理，一入这步大运就激流勇退，哪怕佛系躺平，也不至沦落如此田地！人生没有后悔药，一手王炸四个2，最后凄惨收场。人生起落案例：财坏印，五千万大火烧尽伤官配印，一年发2亿三年破财3亿先破财400万再赚600万，地支双冲大起大落五百万投资亏损，断后三年的反馈女带伤官福不全，夫亡子亡发千万从财格发财亿万富翁，大运流年生扶溺水亡。女车模不堪回首嫁老富，二柱算命盲派象法坤造：戊午?乙卯?癸未?丙辰（空申酉）胎元：丙午??命宫：壬戌大运：甲寅6?癸丑?壬子?辛亥?庚戌?己酉?戊申癸未日元生乙卯月，食神当令月上透食，天干戊癸合官，食神克官。地支卯午破，卯辰穿，卯未合，都是制官杀。癸水日元，支无根，不见印。只能顺当令食神，这盘天干见财生官，破格。能从官吗？当令旺气是食神，所以不可能从官。早年行运从东方往北方，食伤得扶，考上本科，外企高管，年薪百万时一套房十来万，一路开挂。46岁行庚戌，乙庚合卯戌合，食神有生财，丙财有根，官杀无制，悖了命局。这是原局中财生官破格的应期，想要挣更多的财，而命局承载不了，开始破财。目前负债官司，皆因不知进退。不知命无以为君子，过于自信不一定是好事。此命食神当令，制杀成功，相当自我。子平术学习需要找到志同道合的易友，一起实战研究。大龙研究三十余载，欢迎交流学习。
1,11,1,11,6,4,3,3,1,乾甲戌甲戌己卯丙寅,7,这是某站粉丝发的盘，想看下层次。断了学历，工作。未来的事情，未付费不展开讨论。很多易友认识我，从我实断过三关开始，各大群实断，准确率得到很多人认可。这个盘尽管官杀不当令，个人认为官杀重，喜配印。官印相生重点是日主身弱、官星生印星、印星生日主，顺生有情。且印不被财星破坏或刑冲克害?。这是命理中的贵气组合之一，主事业顺遂、名望显达。此盘与印当令有区别，比却当令，不忌财。之前整理的实战案例，有兴趣的可以参考：乾造：甲戌?甲戌?己卯?丙寅（空申酉）胎元：乙丑??命宫：己巳大运：乙亥8?丙子?丁丑?戊寅?己卯?庚辰?辛巳己卯日元生甲戌月，比劫当令月上透官，年上甲伏吟到月，地支寅卯有强根，官虽不当令，但官强。甲己合官，虽戌土当令，卯戌合克，官杀与体是弱平衡。妙在时上丙寅，官印相生，丙印化年月的官，与贵有缘。初运乙亥，丙子北方财地，比劫可制财，格局不破，断研究生，反馈是。工作时行丙子，丁丑运，大运见印，丙子虽是一阳初发，在财地印不旺，但命局官可以生印，印有生机，断吃皇粮，实际是在国企工作。子平术学习需要找到志同道合的易友，一起实战研究。大龙研究三十余载，欢迎交流学习。
